BOURAIL;GNIREP.172;GRA;;;AB-180 b;;BOURAIL;NIVELLEMENT;
BOURAIL;GNIREP.16;GRA;;;AB-181;;BOURAIL;NIVELLEMENT;
BOURAIL;GNIREP.173;;;;AB-182 I;;BOURAIL;NIVELLEMENT;
BOURAIL;GNIREP.17;ADAP;;;AB-183;;POYA;NIVELLEMENT;
BOURAIL;GNIREP.149;GRA;;;AB-183I;;POYA;NIVELLEMENT;
BOURAIL;GNIREP.18;ADAP;;;AB-184;;POYA;NIVELLEMENT;
BOURAIL;GNIREP.150;GRA;;;AB-184I;;POYA;NIVELLEMENT;
BOURAIL;GNIREP.19;OBS;164.142;;AB-185;;POYA;NIVELLEMENT;RCNC
BOURAIL;GNIREP.93;OBS;147.484;;AB-186;;POYA;NIVELLEMENT;RCNC
BOURAIL;GNIREP.94;OBS;129.40;;AB-187;;POYA;NIVELLEMENT;RCNC
BOURAIL;GNIREP.95;OBS;126.879;;AB-188;;POYA;NIVELLEMENT;RCNC
BOURAIL;GNIREP.96;OBS;120.23;;AB-188 a;;POYA;NIVELLEMENT;RCNC
BOURAIL;GNIREP.97;GRA;;;AB-188 b;;POYA;NIVELLEMENT;
BOURAIL;GNIREP.98;OBS;113.966;;AB-189;;POYA;NIVELLEMENT;RCNC
BOURAIL;GNIREP.99;GRA;;;AB-189 a;;POYA;NIVELLEMENT;
BOURAIL;GNIREP.100;OBS;110.719;;AB-189 b;;POYA;NIVELLEMENT;RCNC
BOURAIL;GNIREP.101;OBS;109.208;;AB-190;;POYA;NIVELLEMENT;RCNC
BOURAIL;GNIREP.102;GRA;;;AB-190 a;;POYA;NIVELLEMENT;
BOURAIL;GNIREP.103;OBS;91.73;;AB-191;;POYA;NIVELLEMENT;RCNC
BOURAIL;GNIREP.151;GRA;;;AB-191 b;;POYA;NIVELLEMENT;
BOURAIL;GNIREP.104;GRA;;;AB-192;;POYA;NIVELLEMENT;
BOURAIL;GNIREP.105;OBS;90.15;;AB-192 a;;POYA;NIVELLEMENT;RCNC
BOURAIL;GNIREP.106;OBS;76.22;;AB-193;;POYA;NIVELLEMENT;RCNC
BOURAIL;GNIREP.152;GRA;;;AB-194 I;;POYA;NIVELLEMENT;
BOURAIL;GNIREP.107;OBS;124.419;;AB-195;;POYA;NIVELLEMENT;RCNC
BOURAIL;GNIREP.108;GRA;;;AB-195 a;;POYA;NIVELLEMENT;
BOURAIL;GNIREP.159;GRA;;;Ac.k3l3-1;;BOURAIL;NIVELLEMENT;
BOURAIL;GNIREP.25;OBS;266.64;;Ac.k3l3-10;;BOURAIL;NIVELLEMENT;RCNC
BOURAIL;GNIREP.26;GRA;;;Ac.k3l3-11;;BOURAIL;NIVELLEMENT;
BOURAIL;GNIREP.27;OBS;294.24;;Ac.k3l3-13;;BOURAIL;NIVELLEMENT;RCNC
BOURAIL;GNIREP.28;GRA;;;Ac.k3l3-14;;BOURAIL;NIVELLEMENT;
BOURAIL;GNIREP.29;OBS;306.35;;Ac.k3l3-15;;BOURAIL;NIVELLEMENT;RCNC
BOURAIL;GNIREP.30;OBS;290.57;;Ac.k3l3-16;;BOURAIL;NIVELLEMENT;RCNC
BOURAIL;GNIREP.31;OBS;312.20;;Ac.k3l3-17;;BOURAIL;NIVELLEMENT;RCNC
BOURAIL;GNIREP.32;OBS;368.21;;Ac.k3l3-18;;BOURAIL;NIVELLEMENT;RCNC
BOURAIL;GNIREP.33;OBS;332.16;;Ac.k3l3-19;;BOURAIL;NIVELLEMENT;RCNC
BOURAIL;GNIREP.160;OBS;71.03;;Ac.k3l3-2;;BOURAIL;NIVELLEMENT;RCNC
BOURAIL;GNIREP.34;OBS;288.93;;Ac.k3l3-20;;BOURAIL;NIVELLEMENT;RCNC
BOURAIL;GNIREP.165;OBS;185.32;;Ac.k3l3-21;;BOURAIL;NIVELLEMENT;RCNC
BOURAIL;GNIREP.161;OBS;77.39;;Ac.k3l3-4;;BOURAIL;NIVELLEMENT;RCNC
BOURAIL;GNIREP.162;OBS;81.44;;Ac.k3l3-5;;BOURAIL;NIVELLEMENT;RCNC
BOURAIL;GNIREP.163;OBS;82.10;;Ac.k3l3-6;;BOURAIL;NIVELLEMENT;RCNC
BOURAIL;GNIREP.164;OBS;88.25;;Ac.k3l3-7;;BOURAIL;NIVELLEMENT;RCNC
BOURAIL;GNIREP.24;OBS;96.12;;Ac.k3l3-8;;BOURAIL;NIVELLEMENT;RCNC
BOURAIL;GNIREP.109;ADAP;;;B.d-17;;BOURAIL;NIVELLEMENT;
BOURAIL;GNIREP.110;ADAP;;;B.d-18;;BOURAIL;NIVELLEMENT;
BOURAIL;GNIREP.111;ADAP;;;B.d-19;;BOURAIL;NIVELLEMENT;
BOURAIL;GNIREP.112;ADAP;;;B.d-20;;BOURAIL;NIVELLEMENT;
BOURAIL;GNIREP.113;ADAP;;;B.d-21;;BOURAIL;NIVELLEMENT;
BOURAIL;GNIREP.174;GRA;;;B.de-1 a;;BOURAIL;NIVELLEMENT;
BOURAIL;GNIREP.121;OBS;74.524;;B.de-10;;BOURAIL;NIVELLEMENT;RCNC
BOURAIL;GNIREP.122;ADAP;;;B.de-10 a;;BOURAIL;NIVELLEMENT;
BOURAIL;GNIREP.123;ADAP;;;B.de-11;;BOURAIL;NIVELLEMENT;
BOURAIL;GNIREP.124;OBS;75.98;;B.de-12;;BOURAIL;NIVELLEMENT;RCNC
BOURAIL;GNIREP.125;OBS;73.769;;B.de-13;;BOURAIL;NIVELLEMENT;RCNC
BOURAIL;GNIREP.126;OBS;71.381;;B.de-14;;BOURAIL;NIVELLEMENT;RCNC
BOURAIL;GNIREP.127;ADAP;;;B.de-15;;BOURAIL;NIVELLEMENT;
BOURAIL;GNIREP.128;GRA;;;B.de-18;;BOURAIL;NIVELLEMENT;
BOURAIL;GNIREP.129;ADAP;;;B.de-19;;BOURAIL;NIVELLEMENT;
BOURAIL;GNIREP.130;GRA;;;B.de-2;;BOURAIL;NIVELLEMENT;
BOURAIL;GNIREP.131;ADAP;;;B.de-20;;BOURAIL;NIVELLEMENT;
BOURAIL;GNIREP.132;OBS;61.918;;B.de-21;;BOURAIL;NIVELLEMENT;RCNC
BOURAIL;GNIREP.133;OBS;62.041;;B.de-22;;BOURAIL;NIVELLEMENT;RCNC
BOURAIL;GNIREP.134;OBS;61.882;;B.de-23;;BOURAIL;NIVELLEMENT;RCNC
BOURAIL;GNIREP.135;OBS;78.089;;B.de-24;;BOURAIL;NIVELLEMENT;RCNC
BOURAIL;GNIREP.136;OBS;67.409;;B.de-25;;BOURAIL;NIVELLEMENT;RCNC
BOURAIL;GNIREP.137;OBS;65.129;;B.de-26;;BOURAIL;NIVELLEMENT;RCNC
BOURAIL;GNIREP.138;OBS;66.869;;B.de-27;;BOURAIL;NIVELLEMENT;RCNC
BOURAIL;GNIREP.139;OBS;72.692;;B.de-28;;BOURAIL;NIVELLEMENT;RCNC
BOURAIL;GNIREP.140;OBS;73.165;;B.de-29;;BOURAIL;NIVELLEMENT;RCNC
BOURAIL;GNIREP.114;ADAP;;;B.de-3;;BOURAIL;NIVELLEMENT;
BOURAIL;GNIREP.141;OBS;67.619;;B.de-30;;BOURAIL;NIVELLEMENT;RCNC
BOURAIL;GNIREP.41;OBS;68.909;;B.de-31;;BOURAIL;NIVELLEMENT;RCNC
BOURAIL;GNIREP.115;OBS;62.841;;B.de-4 a;;BOURAIL;NIVELLEMENT;RCNC
BOURAIL;GNIREP.116;ADAP;;;B.de-5;;BOURAIL;NIVELLEMENT;
BOURAIL;GNIREP.117;OBS;62.792;;B.de-6;;BOURAIL;NIVELLEMENT;RCNC
BOURAIL;GNIREP.142;ADAP;;;B.de-6 I;;BOURAIL;NIVELLEMENT;
BOURAIL;GNIREP.118;ADAP;;;B.de-7;;BOURAIL;NIVELLEMENT;
BOURAIL;GNIREP.119;OBS;115.593;;B.de-8;;BOURAIL;NIVELLEMENT;RCNC
BOURAIL;GNIREP.120;OBS;84.801;;B.de-9;;BOURAIL;NIVELLEMENT;RCNC
BOURAIL;GNIREP.153;OBS;107.70;;Bef-1;;POYA;NIVELLEMENT;RCNC
BOURAIL;GNIREP.154;GRA;;;Bef-2 bis;;POYA;NIVELLEMENT;
BOURAIL;GNIREP.155;GRA;;;Bef-3 bis;;POYA;NIVELLEMENT;
BOURAIL;GNIREP.156;GRA;;;Bef-4;;POYA;NIVELLEMENT;
BOURAIL;GNIREP.157;OBS;100.49;;Bef-5;;POYA;NIVELLEMENT;RCNC
BOURAIL;GNIREP.158;GRA;;;Bef-6;;POYA;NIVELLEMENT;
DUMBEA;GNIREP.25;OBS;112.14;;A'B'-13;;DUMBEA;NIVELLEMENT;RCNC
DUMBEA;GNIREP.26;ADAP;;;A'B'-16 bis;;DUMBEA;NIVELLEMENT;
DUMBEA;GNIREP.27;OBS;70.988;;A'B'-17;;DUMBEA;NIVELLEMENT;RCNC
DUMBEA;GNIREP.28;OBS;64.594;;A'B'-18;;DUMBEA;NIVELLEMENT;RCNC
DUMBEA;GNIREP.29;ADAP;;;A'B'-19;;DUMBEA;NIVELLEMENT;
DUMBEA;GNIREP.30;ADAP;;;A'B'-20;;DUMBEA;NIVELLEMENT;
DUMBEA;GNIREP.31;OBS;76.142;;A'B'-21;;DUMBEA;NIVELLEMENT;RCNC
DUMBEA;GNIREP.32;OBS;69.97;;A'B'-22;;DUMBEA;NIVELLEMENT;RCNC
DUMBEA;GNIREP.33;OBS;70.368;;A'B'-23;;DUMBEA;NIVELLEMENT;RCNC
DUMBEA;GNIREP.34;OBS;68.91;;A'B'-24;;DUMBEA;NIVELLEMENT;RCNC
DUMBEA;GNIREP.64;GRA;;;A'B'-24 a;;DUMBEA;NIVELLEMENT;RCNC
DUMBEA;GNIREP.35;ADAP;;;A'B'-25;;DUMBEA;NIVELLEMENT;
DUMBEA;GNIREP.36;ADAP;;;A'B'-26;;DUMBEA;NIVELLEMENT;
DUMBEA;GNIREP.37;OBS;65.06;;A'B'-27;;DUMBEA;NIVELLEMENT;RCNC
DUMBEA;GNIREP.38;ADAP;;;A'B'-28;;DUMBEA;NIVELLEMENT;
DUMBEA;GNIREP.44;GRA;;;A'B'-28 I;;DUMBEA;NIVELLEMENT;
DUMBEA;GNIREP.39;OBS;76.86;;A'B'-5 a;;DUMBEA;NIVELLEMENT;RCNC
