IDENTSTF,CODE_PREC,H_ELLIP,MAT,NUMERO,INDICE,RESEAU,RATTACH
BLP_INFRA_GEOREP.246,ADAP,,BF,25- 45,./,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.251,ADAP,,BF,26-  10,./,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.252,ADAP,,BF,26-  10,a,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.2,ADAP,,BF,26-  4,./,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.3,ADAP,,BF,26-  4,a,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.4,ADAP,,BF,26-  7,./,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.227,ADAP,,BF,26-  9,./,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.5,ADAP,,BF,26- 10,./,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.6,ADAP,,BF,26- 10,a,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.7,ADAP,,BF,26- 22,./,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.8,ADAP,,TUBE,26- 22,a,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.228,ADAP,,BF,26- 25,./,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.229,ADAP,,TUBE,26- 25,a,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.253,OBS,1086.734,BF,28-  1,a,BLP_INFRA_GEODESIE,RRNC
BLP_INFRA_GEOREP.254,OBS,1075.703,BF,28-  1,b,BLP_INFRA_GEODESIE,RRNC
BLP_INFRA_GEOREP.255,OBS,1084.898,RBpm SOCLE ANTENNE,28-  1,c,BLP_INFRA_GEODESIE,RRNC
BLP_INFRA_GEOREP.256,OBS,1086.466,BF,28-  1,d,BLP_INFRA_GEODESIE,RRNC
BLP_INFRA_GEOREP.257,OBS,1130.825,ANTENNE AXE SOMMET,28-  1,e,BLP_INFRA_GEODESIE,RRNC
BLP_INFRA_GEOREP.259,OBS,1082.721,ANTENNE SUD AXE BASE,28-  1,g,BLP_INFRA_GEODESIE,RRNC
BLP_INFRA_GEOREP.9,ADAP,,BF,28- 19,./,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.10,ADAP,,TUBE,28- 19,a,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.247,ADAP,,BF,28- 24,./,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.248,ADAP,,CROIX SUR ROCHER,28- 24,a,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.249,ADAP,,RB SUR ROCHER,28- 24,b,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.11,ADAP,,BF,28- 27,./,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.12,ADAP,,RB SUR ROCHER,28- 27,a,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.13,OBS,272.303,BF,28- 28,./,BLP_INFRA_GEODESIE,RDNC
BLP_INFRA_GEOREP.14,ADAP,,TUBE,28- 28,a,BLP_INFRA_GEODESIE,RDNC
BLP_INFRA_GEOREP.15,ADAP,,BF,28- 29,./,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.16,ADAP,,RB SUR ROCHER,28- 29,a,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.17,ADAP,,CROIX SUR ROCHER,28- 29,b,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.18,ADAP,,TAS DE PIERRES,28- 29,c,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.19,OBS,90.417,BF,28- 30,./,BLP_INFRA_GEODESIE,RDNC
BLP_INFRA_GEOREP.20,ADAP,,TUBE,28- 30,a,BLP_INFRA_GEODESIE,RDNC
BLP_INFRA_GEOREP.21,OBS,271.902,BF,28- 32,./,BLP_INFRA_GEODESIE,RDNC
BLP_INFRA_GEOREP.22,ADAP,,TUBE,28- 32,a,BLP_INFRA_GEODESIE,RDNC
BLP_INFRA_GEOREP.23,ADAP,,TUBE,28- 32,b,BLP_INFRA_GEODESIE,RDNC
BLP_INFRA_GEOREP.24,OBS,229.812,BF,28- 34,./,BLP_INFRA_GEODESIE,RDNC
BLP_INFRA_GEOREP.25,ADAP,,TUBE,28- 34,b,BLP_INFRA_GEODESIE,RDNC
BLP_INFRA_GEOREP.26,OBS,147.493,BF,28- 35,./,BLP_INFRA_GEODESIE,RDNC
BLP_INFRA_GEOREP.27,ADAP,,CROIX SUR ROCHER,28- 35,a,BLP_INFRA_GEODESIE,RDNC
BLP_INFRA_GEOREP.28,ADAP,,RBGM SUR ROCHER,28- 35,b,BLP_INFRA_GEODESIE,RDNC
BLP_INFRA_GEOREP.29,ADAP,,BF,28- 36,./,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.30,ADAP,,TUBE,28- 36,a,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.31,ADAP,,BF,28- 38,./,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.32,ADAP,,BF,28- 38,a,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.33,ADAP,,RB SUR ROCHER,28- 38,b,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.34,ADAP,,BF,28- 39,./,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.35,ADAP,,BF,28- 39,a,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.36,ADAP,,TUBE,28- 39,b,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.37,OBS,331.367,BF,28- 40,./,BLP_INFRA_GEODESIE,RDNC
BLP_INFRA_GEOREP.38,ADAP,,RB SUR ROCHER,28- 40,a,BLP_INFRA_GEODESIE,RDNC
BLP_INFRA_GEOREP.39,ADAP,,BF,28- 41,./,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.40,ADAP,,TUBE,28- 41,a,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.41,ADAP,,RB SUR ROCHER,28- 41,b,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.42,ADAP,,BF,28- 42,./,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.43,ADAP,,TUBE,28- 42,a,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.44,ADAP,,BF,28- 43,./,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.45,ADAP,,RB SUR ROCHER,28- 43,a,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.46,ADAP,,RAIL,28- 43,b,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.47,ADAP,,BF,28- 44,./,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.48,ADAP,,TUBE,28- 44,a,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.49,OBS,198.473,BF,28- 45,./,BLP_INFRA_GEODESIE,RDNC
BLP_INFRA_GEOREP.50,ADAP,,TUBE,28- 45,a,BLP_INFRA_GEODESIE,RDNC
BLP_INFRA_GEOREP.51,ADAP,,BF,28- 46,./,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.52,ADAP,,TUBE,28- 46,a,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.53,OBS,117.677,BF,28- 47,b,BLP_INFRA_GEODESIE,RBNC
BLP_INFRA_GEOREP.54,OBS,117.652,BF,28- 47,c,BLP_INFRA_GEODESIE,RBNC
BLP_INFRA_GEOREP.55,ADAP,,CHEMINEE RESERVOIR,28- 47,d,BLP_INFRA_GEODESIE,RBNC
BLP_INFRA_GEOREP.260,OBS,118.103,RBpm SUR RESERVOIR,28- 47,a,BLP_INFRA_GEODESIE,RBNC
BLP_INFRA_GEOREP.56,ADAP,,CHEMINEE RESERVOIR,28-205,./,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.57,OBS,358.441,TUBE,29-  2,./,BLP_INFRA_GEODESIE,RDNC
BLP_INFRA_GEOREP.58,ADAP,,RB SUR ROCHER,29-  2,b,BLP_INFRA_GEODESIE,RDNC
BLP_INFRA_GEOREP.59,OBS,275.33,BF,29-  3,./,BLP_INFRA_GEODESIE,RDNC
BLP_INFRA_GEOREP.60,ADAP,,RB SUR ROCHER,29-  3,a,BLP_INFRA_GEODESIE,RDNC
BLP_INFRA_GEOREP.61,ADAP,,RB SUR ROCHER,29-  3,b,BLP_INFRA_GEODESIE,RDNC
BLP_INFRA_GEOREP.62,OBS,294.581,BF,29-  4,./,BLP_INFRA_GEODESIE,RDNC
BLP_INFRA_GEOREP.63,ADAP,,TUBE,29-  4,a,BLP_INFRA_GEODESIE,RDNC
BLP_INFRA_GEOREP.64,ADAP,,BF,29-  5,./,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.65,ADAP,,TUBE,29-  5,a,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.66,ADAP,,BF,29-  6,./,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.67,ADAP,,RBGM SUR ROCHER,29-  6,b,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.68,ADAP,,BF,29-  7,./,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.69,ADAP,,TUBE,29-  7,a,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.70,ADAP,,BF,29-  8,./,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.71,ADAP,,RB SUR ROCHER,29-  8,a,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.72,ADAP,,RB SUR ROCHER,29-  8,b,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.73,ADAP,,CROIX SUR ROCHER,29-  8,c,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.74,ADAP,,TAS DE PIERRE,29-  8,d,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.75,ADAP,,BF,29-  9,./,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.76,ADAP,,BF,29-  9,a,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.77,ADAP,,BF,29- 10,./,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.78,ADAP,,TUBE,29- 10,a,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.79,OBS,711.259,BF,29- 11,./,BLP_INFRA_GEODESIE,RDNC
BLP_INFRA_GEOREP.80,ADAP,,RB SUR ROCHER,29- 11,a,BLP_INFRA_GEODESIE,RDNC
BLP_INFRA_GEOREP.81,OBS,79.537,BF,29- 12,./,BLP_INFRA_GEODESIE,RDNC
BLP_INFRA_GEOREP.82,ADAP,,RBpm SUR PYLONE,29- 12,b,BLP_INFRA_GEODESIE,RDNC
BLP_INFRA_GEOREP.84,ADAP,,BF,29- 14,c,BLP_INFRA_GEODESIE,RDNC
BLP_INFRA_GEOREP.85,OBS,62.453,TUBE,29- 14,d,BLP_INFRA_GEODESIE,RDNC
BLP_INFRA_GEOREP.86,ADAP,,RBGM -35CM,29- 15,./,BLP_INFRA_GEODESIE,RDNC
BLP_INFRA_GEOREP.87,ADAP,,DOUILLE SUR DALLE CUVE,29- 15,c,BLP_INFRA_GEODESIE,RDNC
BLP_INFRA_GEOREP.88,OBS,71.968,BF,29- 15,d,BLP_INFRA_GEODESIE,RDNC
BLP_INFRA_GEOREP.89,ADAP,,RBpm SUR DALLE CUVE,29- 15,e,BLP_INFRA_GEODESIE,RDNC
BLP_INFRA_GEOREP.90,OBS,96.504,BF,29- 16,./,BLP_INFRA_GEODESIE,RDNC
BLP_INFRA_GEOREP.91,ADAP,,TUBE,29- 16,a,BLP_INFRA_GEODESIE,RDNC
BLP_INFRA_GEOREP.92,ADAP,,RBGM,29- 16,b,BLP_INFRA_GEODESIE,RDNC
BLP_INFRA_GEOREP.93,ADAP,,BF,29- 17,./,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.94,ADAP,,RB SUR ROCHER,29- 17,a,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.95,ADAP,,TUBE,29- 17,b,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.230,ADAP,,BF,29- 18,./,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.261,ADAP,,TUBE,29- 18,a,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.96,ADAP,,BF,29- 19,./,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.97,ADAP,,TUBE,29- 19,a,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.98,OBS,109.776,BF,29- 20,./,BLP_INFRA_GEODESIE,RDNC
BLP_INFRA_GEOREP.99,ADAP,,TUBE,29- 20,a,BLP_INFRA_GEODESIE,RDNC
BLP_INFRA_GEOREP.100,ADAP,,CORNIERE,29- 20,b,BLP_INFRA_GEODESIE,RDNC
BLP_INFRA_GEOREP.101,ADAP,,BF,29- 21,./,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.104,OBS,97.269,BF,29- 22,./,BLP_INFRA_GEODESIE,RDNC
BLP_INFRA_GEOREP.105,ADAP,,BF,29- 23,./,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.106,ADAP,,RB SUR ROCHER,29- 23,a,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.107,ADAP,,BF,29- 25,./,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.108,ADAP,,TUBE,29- 25,c,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.109,ADAP,,BF,29- 26,./,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.110,ADAP,,CORNIERE,29- 26,a,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.111,ADAP,,BF,29- 27,./,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.112,ADAP,,RBGM SUR ROCHER,29- 27,b,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.113,ADAP,,BF,29- 29,./,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.114,ADAP,,TUBE,29- 29,a,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.115,OBS,135.337,BF,29- 30,./,BLP_INFRA_GEODESIE,RDNC
BLP_INFRA_GEOREP.116,ADAP,,RB SUR ROCHER,29- 30,a,BLP_INFRA_GEODESIE,RDNC
BLP_INFRA_GEOREP.117,ADAP,,BF,29- 31,./,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.118,ADAP,,TUBE,29- 31,a,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.119,ADAP,,BF,29- 32,./,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.120,ADAP,,TUBE,29- 32,a,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.121,OBS,71.12,BF,29- 34,./,BLP_INFRA_GEODESIE,RDNC
BLP_INFRA_GEOREP.122,ADAP,,TUBE,29- 34,a,BLP_INFRA_GEODESIE,RDNC
BLP_INFRA_GEOREP.123,ADAP,,BF,29- 35,./,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.124,ADAP,,TUBE,29- 35,a,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.125,ADAP,,BF,29- 36,./,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.126,ADAP,,T GRAVE SUR ROCHER,29- 36,a,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.127,ADAP,,CROIX SUR ROCHER,29- 36,b,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.128,ADAP,,BF,29- 37,./,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.129,ADAP,,RB SUR ROCHER,29- 37,a,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.231,ADAP,,TUBE,29- 38,./,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.232,ADAP,,RB SUR ROCHER,29- 38,a,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.233,ADAP,,TUBE,29- 38,b,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.234,ADAP,,BF,29- 38,c,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.235,ADAP,,RB SUR ROCHER,29- 38,d,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.130,OBS,78.383,BF,29- 39,./,BLP_INFRA_GEODESIE,RDNC
BLP_INFRA_GEOREP.131,ADAP,,TUBE,29- 39,a,BLP_INFRA_GEODESIE,RDNC
BLP_INFRA_GEOREP.132,ADAP,,BF,29- 40,./,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.133,ADAP,,TUBE,29- 40,a,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.134,ADAP,,BF,29- 41,./,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.135,ADAP,,CORNIERE,29- 41,a,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.136,ADAP,,BF,29- 42,./,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.137,ADAP,,BF,29- 43,./,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.138,ADAP,,BF,29- 44,./,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.139,ADAP,,RB SUR ROCHER,29- 44,a,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.140,ADAP,,BF,29- 45,./,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.141,ADAP,,RB SUR ROCHER,29- 45,a,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.142,OBS,100.715,BF,29- 46,./,BLP_INFRA_GEODESIE,RDNC
BLP_INFRA_GEOREP.143,ADAP,,TUBE,29- 46,a,BLP_INFRA_GEODESIE,RDNC
BLP_INFRA_GEOREP.236,OBS,1009.441,BF,29- 47,./,BLP_INFRA_GEODESIE,RDNC
BLP_INFRA_GEOREP.237,ADAP,,RB SUR ROCHER,29- 47,a,BLP_INFRA_GEODESIE,RDNC
BLP_INFRA_GEOREP.238,ADAP,,RB SUR ROCHER,29- 47,b,BLP_INFRA_GEODESIE,RDNC
BLP_INFRA_GEOREP.144,ADAP,,BF,29- 48,./,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.145,ADAP,,RB SUR ROCHER,29- 48,a,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.146,ADAP,,BF,29- 49,a,BLP_INFRA_GEODESIE,RDNC
BLP_INFRA_GEOREP.147,ADAP,,TUBE,29- 49,c,BLP_INFRA_GEODESIE,RDNC
BLP_INFRA_GEOREP.148,OBS,784.811,BF,29- 49,d,BLP_INFRA_GEODESIE,RDNC
BLP_INFRA_GEOREP.149,ADAP,,BF,29- 50,./,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.150,ADAP,,TUBE,29- 50,a,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.151,ADAP,,BF,29- 51,./,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.152,ADAP,,RAIL,29- 51,a,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.153,ADAP,,BF,29- 52,./,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.154,ADAP,,TUBE,29- 52,a,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.155,ADAP,,CROIX SUR ROCHER,29- 52,b,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.156,ADAP,,BF,29- 53,./,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.157,ADAP,,TUBE,29- 53,a,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.158,OBS,802.317,FER CIM,29- 54,b,BLP_INFRA_GEODESIE,RDNC
BLP_INFRA_GEOREP.159,OBS,801.977,BF,29- 54,c,BLP_INFRA_GEODESIE,RDNC
BLP_INFRA_GEOREP.160,ADAP,,BF,29- 55,./,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.161,ADAP,,TUBE,29- 55,a,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.162,ADAP,,RB SUR ROCHER,29- 56,./,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.163,ADAP,,BF,29- 56,a,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.164,ADAP,,BF,29- 58,./,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.165,ADAP,,RB SUR ROCHER,29- 58,a,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.166,ADAP,,BF,29- 58,b,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.167,ADAP,,BF,29- 59,./,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.168,ADAP,,BF,29- 60,./,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.169,ADAP,,TUBE,29- 60,a,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.170,ADAP,,BF,29- 61,./,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.171,ADAP,,RB,29- 61,a,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.172,ADAP,,ANTENNE SUR PYLONE,29- 63,./,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.173,ADAP,,RB,29- 63,a,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.174,ADAP,,BF,29- 63,b,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.175,ADAP,,PYLONE BETON AXE SOMMET,29- 63,c,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.176,ADAP,,BF,29- 64,./,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.177,ADAP,,RB SUR ROCHER,29- 64,a,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.178,OBS,93.622,BF,29- 69,./,BLP_INFRA_GEODESIE,RDNC
BLP_INFRA_GEOREP.179,OBS,83.524,RN,29- 69,a,BLP_INFRA_GEODESIE,RDNC
BLP_INFRA_GEOREP.180,ADAP,,BF,29- 70,./,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.181,ADAP,,TUBE,29- 70,a,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.182,OBS,92.098,RBpm SUR RESERVOIR,29- 71,a,BLP_INFRA_GEODESIE,RBNC
BLP_INFRA_GEOREP.183,OBS,88.575,BF,29- 71,b,BLP_INFRA_GEODESIE,RBNC
BLP_INFRA_GEOREP.184,OBS,72.386,TUBE,29- 71,c,BLP_INFRA_GEODESIE,RBNC
BLP_INFRA_GEOREP.185,ADAP,,ANTENNE AXE SOMMET,29-I  - 401,./,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.186,ADAP,,MARQUE SUR SEUIL,29-I  - 401,a,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.187,ADAP,,TUBE,29-I  - 401,c,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.188,ADAP,,DOUILLE CIMENTEE,29-I  - 401,e,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.189,ADAP,,DOUILLE CIMENTEE,29-I  - 401,f,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.190,ADAP,,CHEMINEE RESERVOIR,29-I  - 402,./,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.191,ADAP,,CHEMINEE RESERVOIR,29-I  - 402,a,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.192,ADAP,,TUBE SUR CUVE,29-I  - 402,b,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.193,ADAP,,BF,30-  2,./,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.194,ADAP,,TUBE,30-  2,a,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.195,ADAP,,BF,30-  3,./,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.196,ADAP,,TUBE,30-  3,a,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.197,ADAP,,BF,30-  4,./,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.198,ADAP,,TUBE,30-  4,a,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.199,ADAP,,BF,30-  6,./,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.200,ADAP,,TUBE,30-  6,a,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.201,ADAP,,BF,30-  7,./,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.202,ADAP,,TUBE,30-  7,a,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.203,ADAP,,BF,30-  8,./,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.204,ADAP,,TUBE,30-  8,a,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.205,ADAP,,BF,30- 10,./,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.206,ADAP,,TUBE,30- 10,a,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.207,ADAP,,BF,30- 11,./,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.208,ADAP,,TUBE,30- 11,a,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.209,ADAP,,BF,30- 12,./,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.210,ADAP,,TUBE,30- 12,a,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.239,ADAP,,RB SUR ROCHER,30- 14,./,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.211,ADAP,,BF,30- 16,./,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.212,ADAP,,BF,30- 16,a,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.213,ADAP,,TUBE,30- 16,b,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.240,ADAP,,BF,30- 25,./,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.241,ADAP,,FER CIM,30- 25,a,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.242,ADAP,,RB,30- 25,b,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.214,ADAP,,BF,30- 35,./,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.215,ADAP,,BF,30- 35,a,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.216,ADAP,,FER CIM,30- 35,b,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.243,ADAP,,BF,30- 38,./,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.244,ADAP,,BF,30- 38,a,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.245,ADAP,,BF,30- 38,b,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.262,OBS,101.119,RBpm,30- 57,b,BLP_INFRA_GEODESIE,RBNC
BLP_INFRA_GEOREP.263,OBS,100.307,RBGM SUR ROCHER,30- 57,c,BLP_INFRA_GEODESIE,RBNC
BLP_INFRA_GEOREP.264,OBS,106.423,BF,30- 57,a,BLP_INFRA_GEODESIE,RBNC
BLP_INFRA_GEOREP.265,OBS,119.029,RBpm SUR ROCHER,30- 57,d,BLP_INFRA_GEODESIE,RBNC
BLP_INFRA_GEOREP.266,OBS,92.324,PR SUR DALLE,30- 57,e,BLP_INFRA_GEODESIE,RBNC
BLP_INFRA_GEOREP.250,ADAP,,BF,30-201,./,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.217,OBS,143.273,BF,32-  1,./,BLP_INFRA_GEODESIE,RDNC
BLP_INFRA_GEOREP.218,ADAP,,TUBE,32-  1,a,BLP_INFRA_GEODESIE,RDNC
BLP_INFRA_GEOREP.219,ADAP,,BF,32-  2,./,BLP_INFRA_GEODESIE,
BLP_INFRA_GEOREP.220,ADAP,,BF,32-  3,./,BLP_INFRA_GEODESIE,
