IDENTSTF,CODE_PREC,H_ELLIP,MAT,NUMERO,INDICE,RESEAU,RATTACH
TIO_INFRA_GNIREP.34,ADAP,,,A.ab-37,,TIO_INFRA_NIVELLEMENT,
TIO_INFRA_GNIREP.106,GRA,,,A.ab-9 bis,,TIO_INFRA_NIVELLEMENT,
TIO_INFRA_GNIREP.45,ADAP,,,AD-100,,TIO_INFRA_NIVELLEMENT,
TIO_INFRA_GNIREP.46,ADAP,,,AD-101,,TIO_INFRA_NIVELLEMENT,
TIO_INFRA_GNIREP.93,OBS,63.772,,AD-101 a,,TIO_INFRA_NIVELLEMENT,
TIO_INFRA_GNIREP.47,ADAP,,,AD-102,,TIO_INFRA_NIVELLEMENT,
TIO_INFRA_GNIREP.49,ADAP,,,AD-103,,TIO_INFRA_NIVELLEMENT,
TIO_INFRA_GNIREP.48,OBS,75.24,,AD-103 I,,TIO_INFRA_NIVELLEMENT,RCNC
TIO_INFRA_GNIREP.50,OBS,70.78,,AD-104,,TIO_INFRA_NIVELLEMENT,RCNC
TIO_INFRA_GNIREP.51,OBS,70.916,,AD-105,,TIO_INFRA_NIVELLEMENT,RCNC
TIO_INFRA_GNIREP.52,OBS,73.856,,AD-106,,TIO_INFRA_NIVELLEMENT,RCNC
TIO_INFRA_GNIREP.53,OBS,171.476,,AD-107,,TIO_INFRA_NIVELLEMENT,RCNC
TIO_INFRA_GNIREP.54,OBS,156.115,,AD-108,,TIO_INFRA_NIVELLEMENT,RCNC
TIO_INFRA_GNIREP.55,OBS,105.726,,AD-109,,TIO_INFRA_NIVELLEMENT,RCNC
TIO_INFRA_GNIREP.56,OBS,64.308,,AD-110,,TIO_INFRA_NIVELLEMENT,RCNC
TIO_INFRA_GNIREP.94,OBS,64.133,,AD-110 bis,,TIO_INFRA_NIVELLEMENT,
TIO_INFRA_GNIREP.95,OBS,63.585,,AD-111,,TIO_INFRA_NIVELLEMENT,
TIO_INFRA_GNIREP.57,ADAP,,,AD-112,,TIO_INFRA_NIVELLEMENT,
TIO_INFRA_GNIREP.58,OBS,64.085,,AD-114,,TIO_INFRA_NIVELLEMENT,RCNC
TIO_INFRA_GNIREP.59,OBS,67.517,,AD-116,,TIO_INFRA_NIVELLEMENT,RCNC
TIO_INFRA_GNIREP.60,OBS,69.328,,AD-117,,TIO_INFRA_NIVELLEMENT,RCNC
TIO_INFRA_GNIREP.61,OBS,90.419,,AD-119,,TIO_INFRA_NIVELLEMENT,RCNC
TIO_INFRA_GNIREP.62,OBS,88.696,,AD-120,,TIO_INFRA_NIVELLEMENT,RCNC
TIO_INFRA_GNIREP.63,OBS,64.737,,AD-121,,TIO_INFRA_NIVELLEMENT,RCNC
TIO_INFRA_GNIREP.96,GRA,,,AD-122,,TIO_INFRA_NIVELLEMENT,
TIO_INFRA_GNIREP.64,OBS,65.074,,AD-123,,TIO_INFRA_NIVELLEMENT,RCNC
TIO_INFRA_GNIREP.65,OBS,105.199,,AD-124,,TIO_INFRA_NIVELLEMENT,RCNC
TIO_INFRA_GNIREP.66,OBS,99.062,,AD-125,,TIO_INFRA_NIVELLEMENT,RCNC
TIO_INFRA_GNIREP.67,ADAP,,,AD-126,,TIO_INFRA_NIVELLEMENT,
TIO_INFRA_GNIREP.68,OBS,65.861,,AD-127 bis,,TIO_INFRA_NIVELLEMENT,RCNC
TIO_INFRA_GNIREP.69,OBS,67.88,,AD-128 bis,,TIO_INFRA_NIVELLEMENT,RCNC
TIO_INFRA_GNIREP.70,OBS,66.277,,AD-129 bis,,TIO_INFRA_NIVELLEMENT,RCNC
TIO_INFRA_GNIREP.71,ADAP,,,AD-130 bis,,TIO_INFRA_NIVELLEMENT,
TIO_INFRA_GNIREP.72,OBS,96.376,,AD-132 bis,,TIO_INFRA_NIVELLEMENT,RCNC
TIO_INFRA_GNIREP.2,OBS,93.311,,AD-133,,TIO_INFRA_NIVELLEMENT,RCNC
TIO_INFRA_GNIREP.3,OBS,69.837,,AD-134,,TIO_INFRA_NIVELLEMENT,RCNC
TIO_INFRA_GNIREP.4,OBS,67.735,,AD-135,,TIO_INFRA_NIVELLEMENT,RCNC
TIO_INFRA_GNIREP.5,OBS,152.735,,AD-137,,TIO_INFRA_NIVELLEMENT,RCNC
TIO_INFRA_GNIREP.74,OBS,78.116,,AD-138 a,,TIO_INFRA_NIVELLEMENT,RCNC
TIO_INFRA_GNIREP.73,OBS,140.341,,AD-138 bis,,TIO_INFRA_NIVELLEMENT,RCNC
TIO_INFRA_GNIREP.6,OBS,99.261,,AD-139,,TIO_INFRA_NIVELLEMENT,RCNC
TIO_INFRA_GNIREP.75,OBS,70.697,,AD-140 bis,,TIO_INFRA_NIVELLEMENT,RCNC
TIO_INFRA_GNIREP.76,OBS,72.333,,AD-141 bis,,TIO_INFRA_NIVELLEMENT,RCNC
TIO_INFRA_GNIREP.77,OBS,65.266,,AD-142 ter,,TIO_INFRA_NIVELLEMENT,RCNC
TIO_INFRA_GNIREP.79,OBS,65.113,,AD-143 a,,TIO_INFRA_NIVELLEMENT,RCNC
TIO_INFRA_GNIREP.78,ADAP,,,AD-143 bis,,TIO_INFRA_NIVELLEMENT,
TIO_INFRA_GNIREP.80,ADAP,,,AD-144 bis,,TIO_INFRA_NIVELLEMENT,
TIO_INFRA_GNIREP.97,OBS,68.473,,AD-145,,TIO_INFRA_NIVELLEMENT,
TIO_INFRA_GNIREP.81,ADAP,,,AD-145 I,,TIO_INFRA_NIVELLEMENT,
TIO_INFRA_GNIREP.7,ADAP,,,AD-146 bis,,TIO_INFRA_NIVELLEMENT,
TIO_INFRA_GNIREP.91,ADAP,,,AD-148 bis,,TIO_INFRA_NIVELLEMENT,
TIO_INFRA_GNIREP.98,OBS,64.22,,AD-149,,TIO_INFRA_NIVELLEMENT,
TIO_INFRA_GNIREP.8,OBS,64.72,,AD-149 bis,,TIO_INFRA_NIVELLEMENT,RCNC
TIO_INFRA_GNIREP.9,ADAP,,,AD-150,,TIO_INFRA_NIVELLEMENT,
TIO_INFRA_GNIREP.82,ADAP,,,AD-150 bis,,TIO_INFRA_NIVELLEMENT,
TIO_INFRA_GNIREP.10,ADAP,,,AD-151,,TIO_INFRA_NIVELLEMENT,
TIO_INFRA_GNIREP.35,OBS,64.738,,AD-152,,TIO_INFRA_NIVELLEMENT,RCNC
TIO_INFRA_GNIREP.11,ADAP,,,AD-153,,TIO_INFRA_NIVELLEMENT,
TIO_INFRA_GNIREP.12,OBS,66.488,,AD-154,,TIO_INFRA_NIVELLEMENT,RCNC
TIO_INFRA_GNIREP.36,OBS,69.403,,AD-154 a,,TIO_INFRA_NIVELLEMENT,RCNC
TIO_INFRA_GNIREP.13,OBS,70.876,,AD-155,,TIO_INFRA_NIVELLEMENT,RCNC
TIO_INFRA_GNIREP.37,OBS,73.25,,AD-155 a,,TIO_INFRA_NIVELLEMENT,RCNC
TIO_INFRA_GNIREP.14,ADAP,,,AD-156,,TIO_INFRA_NIVELLEMENT,
TIO_INFRA_GNIREP.15,OBS,112.766,,AD-157,,TIO_INFRA_NIVELLEMENT,RCNC
TIO_INFRA_GNIREP.16,OBS,138.13,,AD-158,,TIO_INFRA_NIVELLEMENT,RCNC
TIO_INFRA_GNIREP.17,ADAP,,,AD-160,,TIO_INFRA_NIVELLEMENT,
TIO_INFRA_GNIREP.18,ADAP,,,AD-161,,TIO_INFRA_NIVELLEMENT,
TIO_INFRA_GNIREP.99,OBS,360.476,,AD-162,,TIO_INFRA_NIVELLEMENT,
TIO_INFRA_GNIREP.38,ADAP,,,AD-163 bis,,TIO_INFRA_NIVELLEMENT,
TIO_INFRA_GNIREP.19,OBS,455.047,,AD-164,,TIO_INFRA_NIVELLEMENT,RCNC
TIO_INFRA_GNIREP.92,ADAP,,,AD-165 bis,,TIO_INFRA_NIVELLEMENT,
YTE_INFRA_GNIREP.41,OBS,239.78,,A'C'-55,,YTE_INFRA_NIVELLEMENT,RCNC
YTE_INFRA_GNIREP.42,OBS,224.20,,A'C'-59,,YTE_INFRA_NIVELLEMENT,RCNC
YTE_INFRA_GNIREP.43,OBS,243.84,,A'C'-60,,YTE_INFRA_NIVELLEMENT,RCNC
YTE_INFRA_GNIREP.44,OBS,259.672,,A'C'-61,,YTE_INFRA_NIVELLEMENT,RCNC
YTE_INFRA_GNIREP.45,OBS,228.26,,A'C'-62,,YTE_INFRA_NIVELLEMENT,RCNC
YTE_INFRA_GNIREP.46,OBS,233.30,,A'C'-63,,YTE_INFRA_NIVELLEMENT,RCNC
YTE_INFRA_GNIREP.47,OBS,229.43,,A'C'-64,,YTE_INFRA_NIVELLEMENT,RCNC
YTE_INFRA_GNIREP.48,OBS,233.98,,A'C'-65,,YTE_INFRA_NIVELLEMENT,RCNC
YTE_INFRA_GNIREP.49,OBS,226.90,,A'C'-66,,YTE_INFRA_NIVELLEMENT,RCNC
YTE_INFRA_GNIREP.50,OBS,230.53,,A'C'-67,,YTE_INFRA_NIVELLEMENT,RCNC
YTE_INFRA_GNIREP.82,GRA,,,A'C'-68,,YTE_INFRA_NIVELLEMENT,
YTE_INFRA_GNIREP.83,GRA,,,A'C'-69,,YTE_INFRA_NIVELLEMENT,
YTE_INFRA_GNIREP.87,GRA,,,A'C'-74,,YTE_INFRA_NIVELLEMENT,
YTE_INFRA_GNIREP.88,GRA,,,A'C'-75,,YTE_INFRA_NIVELLEMENT,
YTE_INFRA_GNIREP.89,GRA,,,A'C'-76,,YTE_INFRA_NIVELLEMENT,
YTE_INFRA_GNIREP.90,GRA,,,A'C'-76 I,,YTE_INFRA_NIVELLEMENT,
YTE_INFRA_GNIREP.51,ADAP,,,A'C'-77,,YTE_INFRA_NIVELLEMENT,
YTE_INFRA_GNIREP.91,GRA,,,A'C'-78,,YTE_INFRA_NIVELLEMENT,
YTE_INFRA_GNIREP.94,GRA,,,A'C'-80,,YTE_INFRA_NIVELLEMENT,
YTE_INFRA_GNIREP.95,GRA,,,A'C'-81,,YTE_INFRA_NIVELLEMENT,
YTE_INFRA_GNIREP.96,GRA,,,A'C'-82,,YTE_INFRA_NIVELLEMENT,
YTE_INFRA_GNIREP.98,GRA,,,A'C'-83,,YTE_INFRA_NIVELLEMENT,
YTE_INFRA_GNIREP.99,GRA,,,A'C'-84,,YTE_INFRA_NIVELLEMENT,
YTE_INFRA_GNIREP.100,GRA,,,A'C'-85,,YTE_INFRA_NIVELLEMENT,
YTE_INFRA_GNIREP.101,GRA,,,A'C'-86,,YTE_INFRA_NIVELLEMENT,
YTE_INFRA_GNIREP.102,GRA,,,A'C'-87,,YTE_INFRA_NIVELLEMENT,
YTE_INFRA_GNIREP.103,GRA,,,A'C'-87 I,,YTE_INFRA_NIVELLEMENT,
YTE_INFRA_GNIREP.104,GRA,,,A'C'-88,,YTE_INFRA_NIVELLEMENT,
YTE_INFRA_GNIREP.52,OBS,64.9474,,A'C'-89,,YTE_INFRA_NIVELLEMENT,RCNC
YTE_INFRA_GNIREP.71,OBS,229.54,,AC-43 bis,,YTE_INFRA_NIVELLEMENT,RCNC
YTE_INFRA_GNIREP.72,OBS,229.93,,AC-44,,YTE_INFRA_NIVELLEMENT,RCNC
YTE_INFRA_GNIREP.16,OBS,228.66,,AC-45,,YTE_INFRA_NIVELLEMENT,RCNC
YTE_INFRA_GNIREP.73,OBS,224.70,,AC-46 bis,,YTE_INFRA_NIVELLEMENT,RCNC
YTE_INFRA_GNIREP.74,OBS,248.80,,AC-47,,YTE_INFRA_NIVELLEMENT,RCNC
YTE_INFRA_GNIREP.75,OBS,232.20,,AC-48,,YTE_INFRA_NIVELLEMENT,RCNC
YTE_INFRA_GNIREP.76,OBS,231.57,,AC-49,,YTE_INFRA_NIVELLEMENT,RCNC
YTE_INFRA_GNIREP.77,OBS,229.69,,AC-50 a,,YTE_INFRA_NIVELLEMENT,RCNC
YTE_INFRA_GNIREP.78,OBS,273.59,,AC-50 bis,,YTE_INFRA_NIVELLEMENT,RCNC
YTE_INFRA_GNIREP.17,OBS,225.41,,AC-52,,YTE_INFRA_NIVELLEMENT,RCNC
YTE_INFRA_GNIREP.18,OBS,224.64,,AC-52 a,,YTE_INFRA_NIVELLEMENT,RCNC
YTE_INFRA_GNIREP.19,OBS,223.22,,AC-53 a,,YTE_INFRA_NIVELLEMENT,RCNC
YTE_INFRA_GNIREP.20,OBS,223.23,,AC-53 bis,,YTE_INFRA_NIVELLEMENT,RCNC
YTE_INFRA_GNIREP.21,OBS,228.98,,AC-54,,YTE_INFRA_NIVELLEMENT,RCNC
YTE_INFRA_GNIREP.22,OBS,230.45,,AC-54 a,,YTE_INFRA_NIVELLEMENT,RCNC
YTE_INFRA_GNIREP.23,OBS,223.52,,AC-56 bis,,YTE_INFRA_NIVELLEMENT,RCNC
YTE_INFRA_GNIREP.24,OBS,229.88,,AC-57,,YTE_INFRA_NIVELLEMENT,RCNC
YTE_INFRA_GNIREP.25,OBS,229.90,,AC-57 a,,YTE_INFRA_NIVELLEMENT,RCNC
YTE_INFRA_GNIREP.26,OBS,249.04,,AC-58 bis,,YTE_INFRA_NIVELLEMENT,RCNC
YTE_INFRA_GNIREP.27,OBS,228.32,,AC-59,,YTE_INFRA_NIVELLEMENT,RCNC
YTE_INFRA_GNIREP.28,OBS,229.79,,AC-59 a,,YTE_INFRA_NIVELLEMENT,RCNC
YTE_INFRA_GNIREP.29,OBS,233.40,,AC-60,,YTE_INFRA_NIVELLEMENT,RCNC
YTE_INFRA_GNIREP.30,OBS,234.10,,AC-60 a,,YTE_INFRA_NIVELLEMENT,RCNC
YTE_INFRA_GNIREP.32,OBS,285.93,,AC-69,,YTE_INFRA_NIVELLEMENT,RCNC
YTE_INFRA_GNIREP.33,OBS,262.34,,AC-70,,YTE_INFRA_NIVELLEMENT,RCNC
YTE_INFRA_GNIREP.84,GRA,,,AC-71,,YTE_INFRA_NIVELLEMENT,
YTE_INFRA_GNIREP.85,GRA,,,AC-72 bis,,YTE_INFRA_NIVELLEMENT,
YTE_INFRA_GNIREP.86,GRA,,,AC-73,,YTE_INFRA_NIVELLEMENT,
YTE_INFRA_GNIREP.35,OBS,301.33,,AC-74,,YTE_INFRA_NIVELLEMENT,RCNC
YTE_INFRA_GNIREP.36,OBS,396.89,,AC-75,,YTE_INFRA_NIVELLEMENT,RCNC
YTE_INFRA_GNIREP.37,OBS,455.40,,AC-76,,YTE_INFRA_NIVELLEMENT,RCNC
YTE_INFRA_GNIREP.38,OBS,417.847,,AC-77,,YTE_INFRA_NIVELLEMENT,RCNC
YTE_INFRA_GNIREP.92,GRA,,,AC-78,,YTE_INFRA_NIVELLEMENT,
YTE_INFRA_GNIREP.93,GRA,,,AC-79,,YTE_INFRA_NIVELLEMENT,
YTE_INFRA_GNIREP.39,OBS,139.13,,AC-80,,YTE_INFRA_NIVELLEMENT,RCNC
YTE_INFRA_GNIREP.40,OBS,66.12,,AC-81,,YTE_INFRA_NIVELLEMENT,RCNC
YTE_INFRA_GNIREP.97,OBS,64.2206,,AC-82,,YTE_INFRA_NIVELLEMENT,RCNC
YTE_INFRA_GNIREP.105,GRA,,,ACD-bis,,YTE_INFRA_NIVELLEMENT,
YTE_INFRA_GNIREP.116,GRA,,,AD-1 a,,YTE_INFRA_NIVELLEMENT,
YTE_INFRA_GNIREP.117,OBS,63.5379,,AD-1 bis,,YTE_INFRA_NIVELLEMENT,RCNC
YTE_INFRA_GNIREP.106,GRA,,,AD-10 a,,YTE_INFRA_NIVELLEMENT,
YTE_INFRA_GNIREP.107,GRA,,,AD-11 a,,YTE_INFRA_NIVELLEMENT,
YTE_INFRA_GNIREP.108,GRA,,,AD-12 a,,YTE_INFRA_NIVELLEMENT,
YTE_INFRA_GNIREP.109,GRA,,,AD-13 a,,YTE_INFRA_NIVELLEMENT,
YTE_INFRA_GNIREP.110,OBS,71.2677,,AD-14 bis,,YTE_INFRA_NIVELLEMENT,RCNC
YTE_INFRA_GNIREP.111,GRA,,,AD-15,,YTE_INFRA_NIVELLEMENT,
YTE_INFRA_GNIREP.112,ADAP,,,AD-16,,YTE_INFRA_NIVELLEMENT,
YTE_INFRA_GNIREP.113,GRA,,,AD-17,,YTE_INFRA_NIVELLEMENT,
YTE_INFRA_GNIREP.114,GRA,,,AD-18,,YTE_INFRA_NIVELLEMENT,
YTE_INFRA_GNIREP.115,GRA,,,AD-19,,YTE_INFRA_NIVELLEMENT,
YTE_INFRA_GNIREP.122,GRA,,,AD-2 bis,,YTE_INFRA_NIVELLEMENT,
YTE_INFRA_GNIREP.118,GRA,,,AD-20,,YTE_INFRA_NIVELLEMENT,
YTE_INFRA_GNIREP.119,GRA,,,AD-21,,YTE_INFRA_NIVELLEMENT,
YTE_INFRA_GNIREP.120,GRA,,,AD-22,,YTE_INFRA_NIVELLEMENT,
YTE_INFRA_GNIREP.121,GRA,,,AD-23,,YTE_INFRA_NIVELLEMENT,
YTE_INFRA_GNIREP.123,GRA,,,AD-3 bis,,YTE_INFRA_NIVELLEMENT,
YTE_INFRA_GNIREP.124,GRA,,,AD-4,,YTE_INFRA_NIVELLEMENT,
YTE_INFRA_GNIREP.125,GRA,,,AD-5 bis,,YTE_INFRA_NIVELLEMENT,
YTE_INFRA_GNIREP.126,GRA,,,AD-6,,YTE_INFRA_NIVELLEMENT,
YTE_INFRA_GNIREP.53,OBS,77.900,,AD-7,,YTE_INFRA_NIVELLEMENT,RCNC
YTE_INFRA_GNIREP.127,GRA,,,AD-8,,YTE_INFRA_NIVELLEMENT,
YTE_INFRA_GNIREP.54,OBS,75.947,,AD-9 bis,,YTE_INFRA_NIVELLEMENT,RCNC
YTE_INFRA_GNIREP.2,OBS,224.80,,Aa.k3n3-10,,YTE_INFRA_NIVELLEMENT,RCNC
YTE_INFRA_GNIREP.3,OBS,226.75,,Aa.k3n3-11,,YTE_INFRA_NIVELLEMENT,RCNC
YTE_INFRA_GNIREP.4,OBS,239.33,,Aa.k3n3-12,,YTE_INFRA_NIVELLEMENT,RCNC
YTE_INFRA_GNIREP.5,OBS,226.73,,Aa.k3n3-13,,YTE_INFRA_NIVELLEMENT,RCNC
YTE_INFRA_GNIREP.6,OBS,226.81,,Aa.k3n3-14,,YTE_INFRA_NIVELLEMENT,RCNC
YTE_INFRA_GNIREP.7,ADAP,,,Aa.k3n3-15,,YTE_INFRA_NIVELLEMENT,
YTE_INFRA_GNIREP.81,ADAP,,,Aa.k3n3-16,,YTE_INFRA_NIVELLEMENT,
YTE_INFRA_GNIREP.8,ADAP,,,Aa.k3n3-17,,YTE_INFRA_NIVELLEMENT,
YTE_INFRA_GNIREP.9,ADAP,,,Aa.k3n3-18,,YTE_INFRA_NIVELLEMENT,
YTE_INFRA_GNIREP.10,OBS,229.97,,Aa.k3n3-19,,YTE_INFRA_NIVELLEMENT,RCNC
YTE_INFRA_GNIREP.68,ADAP,,,Aa.k3n3-2,,YTE_INFRA_NIVELLEMENT,
YTE_INFRA_GNIREP.69,OBS,243.74,,Aa.k3n3-3,,YTE_INFRA_NIVELLEMENT,RCNC
YTE_INFRA_GNIREP.11,OBS,263.04,,Aa.k3n3-4,,YTE_INFRA_NIVELLEMENT,RCNC
YTE_INFRA_GNIREP.12,OBS,234.77,,Aa.k3n3-5,,YTE_INFRA_NIVELLEMENT,RCNC
YTE_INFRA_GNIREP.13,OBS,225.56,,Aa.k3n3-6,,YTE_INFRA_NIVELLEMENT,RCNC
YTE_INFRA_GNIREP.14,OBS,226.19,,Aa.k3n3-7,,YTE_INFRA_NIVELLEMENT,RCNC
YTE_INFRA_GNIREP.70,OBS,233.98,,Aa.k3n3-8,,YTE_INFRA_NIVELLEMENT,RCNC
YTE_INFRA_GNIREP.15,OBS,227.07,,Aa.k3n3-9,,YTE_INFRA_NIVELLEMENT,RCNC
YTE_INFRA_GNIREP.128,GRA,,,C.ab-55,,YTE_INFRA_NIVELLEMENT,
YTE_INFRA_GNIREP.55,OBS,325.90,,C.ab-57,,YTE_INFRA_NIVELLEMENT,RCNC
YTE_INFRA_GNIREP.56,OBS,338.84,,C.ab-59,,YTE_INFRA_NIVELLEMENT,RCNC
YTE_INFRA_GNIREP.57,OBS,353.51,,C.ab-60,,YTE_INFRA_NIVELLEMENT,RCNC
YTE_INFRA_GNIREP.58,OBS,353.17,,C.ab-61,,YTE_INFRA_NIVELLEMENT,RCNC
YTE_INFRA_GNIREP.129,GRA,,,C.ab-62,,YTE_INFRA_NIVELLEMENT,
YTE_INFRA_GNIREP.59,OBS,339.85,,C.ab-62 I,,YTE_INFRA_NIVELLEMENT,RCNC
YTE_INFRA_GNIREP.130,GRA,,,C.ab-62 a,,YTE_INFRA_NIVELLEMENT,
YTE_INFRA_GNIREP.131,GRA,,,C.ab-62 b,,YTE_INFRA_NIVELLEMENT,
YTE_INFRA_GNIREP.132,GRA,,,C.ab-62 c,,YTE_INFRA_NIVELLEMENT,
YTE_INFRA_GNIREP.133,GRA,,,C.ab-64 bis,,YTE_INFRA_NIVELLEMENT,
YTE_INFRA_GNIREP.134,GRA,,,C.ab-65 a,,YTE_INFRA_NIVELLEMENT,
YTE_INFRA_GNIREP.135,GRA,,,C.ab-66 a,,YTE_INFRA_NIVELLEMENT,
YTE_INFRA_GNIREP.136,ADAP,,,C.ab-67 bis,,YTE_INFRA_NIVELLEMENT,
YTE_INFRA_GNIREP.137,GRA,,,C.ab-68 a,,YTE_INFRA_NIVELLEMENT,
YTE_INFRA_GNIREP.138,GRA,,,C.ab-68 b,,YTE_INFRA_NIVELLEMENT,
YTE_INFRA_GNIREP.139,GRA,,,C.ab-68 bis,,YTE_INFRA_NIVELLEMENT,
YTE_INFRA_GNIREP.60,OBS,62.13,,C.ab-69,,YTE_INFRA_NIVELLEMENT,RCNC
YTE_INFRA_GNIREP.140,ADAP,,,C.ab-70 bis,,YTE_INFRA_NIVELLEMENT,
YTE_INFRA_GNIREP.141,GRA,,,C.ab-71 a,,YTE_INFRA_NIVELLEMENT,
YTE_INFRA_GNIREP.142,GRA,,,C.ab-71 bis,,YTE_INFRA_NIVELLEMENT,
YTE_INFRA_GNIREP.143,GRA,,,C.ab-72 a,,YTE_INFRA_NIVELLEMENT,
YTE_INFRA_GNIREP.144,GRA,,,C.ab-73 bis,,YTE_INFRA_NIVELLEMENT,
YTE_INFRA_GNIREP.145,GRA,,,C.ab-74 bis,,YTE_INFRA_NIVELLEMENT,
YTE_INFRA_GNIREP.146,OBS,86.3987,,C.ab-75 a,,YTE_INFRA_NIVELLEMENT,RCNC
YTE_INFRA_GNIREP.147,GRA,,,C.ab-76 bis,,YTE_INFRA_NIVELLEMENT,
YTE_INFRA_GNIREP.148,GRA,,,C.ab-77 a,,YTE_INFRA_NIVELLEMENT,
YTE_INFRA_GNIREP.149,GRA,,,C.ab-78 a,,YTE_INFRA_NIVELLEMENT,
YTE_INFRA_GNIREP.150,GRA,,,C.ab-79 a,,YTE_INFRA_NIVELLEMENT,
YTE_INFRA_GNIREP.151,GRA,,,C.ab-80 bis,,YTE_INFRA_NIVELLEMENT,
YTE_INFRA_GNIREP.152,GRA,,,C.ab-81,,YTE_INFRA_NIVELLEMENT,
YTE_INFRA_GNIREP.153,GRA,,,C.ab-81 a,,YTE_INFRA_NIVELLEMENT,
YTE_INFRA_GNIREP.154,GRA,,,C.ab-82 bis,,YTE_INFRA_NIVELLEMENT,
YTE_INFRA_GNIREP.155,GRA,,,C.ab-83 a,,YTE_INFRA_NIVELLEMENT,
YTE_INFRA_GNIREP.156,GRA,,,C.ab-83 bis,,YTE_INFRA_NIVELLEMENT,
YTE_INFRA_GNIREP.62,ADAP,,,C.ab-84 a,,YTE_INFRA_NIVELLEMENT,
YTE_INFRA_GNIREP.157,GRA,,,C.ab-85,,YTE_INFRA_NIVELLEMENT,
YTE_INFRA_GNIREP.158,GRA,,,C.ab-86,,YTE_INFRA_NIVELLEMENT,
YTE_INFRA_GNIREP.159,GRA,,,C.ab-87,,YTE_INFRA_NIVELLEMENT,
YTE_INFRA_GNIREP.160,GRA,,,C.ab-91 bis,,YTE_INFRA_NIVELLEMENT,
YTE_INFRA_GNIREP.63,OBS,248.813,,Ca.l3m3-1,,YTE_INFRA_NIVELLEMENT,RCNC
YTE_INFRA_GNIREP.65,OBS,300.39,,Ca.l3m3-3,,YTE_INFRA_NIVELLEMENT,RCNC
YTE_INFRA_GNIREP.66,OBS,301.76,,Ca.l3m3-4,,YTE_INFRA_NIVELLEMENT,RCNC
YTE_INFRA_GNIREP.67,OBS,322.85,,Ca.l3m3-5,,YTE_INFRA_NIVELLEMENT,RCNC
YTE_INFRA_GNIREP.161,OBS,321.610,,Ca.l3m3-6,,YTE_INFRA_NIVELLEMENT,RCNC
YTE_INFRA_GNIREP.79,OBS,322.65,,Ca.l3m3-7,,YTE_INFRA_NIVELLEMENT,RCNC
YTE_INFRA_GNIREP.80,ADAP,,,Ca.l3m3-7 I,,YTE_INFRA_NIVELLEMENT,
YTE_INFRA_GNIREP.162,GRA,,,Ca.l3m3-8,,YTE_INFRA_NIVELLEMENT,
YTE_INFRA_GNIREP.163,GRA,,,Ca.l3m3-9,,YTE_INFRA_NIVELLEMENT,
