IDENTSTF,CODE_PREC,H_ELLIP,MAT,NUMERO,INDICE,RESEAU,RATTACH
MND_INFRA_GPOREP.3,OBS,65.45,,24-IV -2003,a,MND_INFRA_POLYGONATION,RCNC
MND_INFRA_GPOREP.4,OBS,67.01,,24-IV -2004,a,MND_INFRA_POLYGONATION,RCNC
MND_INFRA_GPOREP.5,OBS,81.49,,24-IV -2005,a,MND_INFRA_POLYGONATION,RCNC
MTD_INFRA_GPOREP.229,ADAP,,,33-IV -1015,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.230,ADAP,,,33-IV -1017,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.231,ADAP,,,33-IV -1018,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.232,ADAP,,,33-IV -1019,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.233,OBS,,,33-IV -1020,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.234,OBS,,,33-IV -1020,a,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.235,OBS,,,33-IV -1096,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.426,ADAP,,,33-IV -1097,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.236,OBS,,,33-IV -1099,a,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.427,ADAP,,,33-IV -1100,a,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.424,ADAP,,,33-IV -1101,a,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.425,ADAP,,,33-IV -1101,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.428,ADAP,,,33-IV -1102,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.429,ADAP,,,33-IV -1102,a,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.237,OBS,,,33-IV -1103,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.430,OBS,,,33-IV -1103,a,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.238,OBS,,,33-IV -1104,a,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.239,OBS,,,33-IV -1104,b,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.240,OBS,,,33-IV -1105,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.431,ADAP,,,33-IV -1105,a,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.432,ADAP,,,33-IV -1105,b,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.433,ADAP,,,33-IV -1106,a,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.434,ADAP,,,33-IV -1107,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.435,ADAP,,,33-IV -1108,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.241,OBS,,,33-IV -1109,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.242,OBS,,,33-IV -1109,a,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.436,OBS,,,33-IV -1110,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.243,OBS,,,33-IV -1111,a,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.437,ADAP,,,33-IV -1112,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.244,OBS,,,33-IV -1113,a,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.438,ADAP,,,33-IV -1113,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.439,ADAP,,,33-IV -1114,a,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.440,ADAP,,,33-IV -1115,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.2,OBS,,,33-IV -1135,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.3,OBS,,,33-IV -1135,b,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.441,ADAP,,,33-IV -1222,b,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.442,ADAP,,,33-IV -1223,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.6,OBS,,,33-IV -1224,a,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.443,ADAP,,,33-IV -1224,e,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.444,ADAP,,,33-IV -1224,f,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.7,OBS,,,33-IV -1225,b,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.8,OBS,,,33-IV -1225,d,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.445,ADAP,,,33-IV -1225,c,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.446,ADAP,,,33-IV -1226,a,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.5,OBS,,,33-IV -1227,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.447,ADAP,,,33-IV -1229,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.448,ADAP,,,33-IV -1229,a,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.423,ADAP,,,33-IV -1232,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.449,OBS,80.912,,33-IV -2001,./,MTD_INFRA_POLYGONATION,RCNC
MTD_INFRA_GPOREP.450,OBS,80.912,,33-IV -2001,a,MTD_INFRA_POLYGONATION,RCNC
MTD_INFRA_GPOREP.452,OBS,133.767,,33-IV -2004,./,MTD_INFRA_POLYGONATION,RCNC
MTD_INFRA_GPOREP.51,ADAP,,,34-III-1003,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.52,ADAP,,,34-III-1003,a,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.53,ADAP,,,34-III-1005,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.54,ADAP,,,34-III-1006,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.55,OBS,,,34-III-1007,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.56,OBS,,,34-III-1007,a,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.57,OBS,,,34-III-1007,b,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.58,OBS,,,34-III-1007,c,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.59,OBS,,,34-III-1009,a,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.60,OBS,,,34-III-1009,b,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.61,ADAP,,,34-III-1011,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.62,ADAP,,,34-III-1011,a,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.63,ADAP,,,34-III-1012,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.64,ADAP,,,34-III-1012,a,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.65,ADAP,,,34-III-1013,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.66,ADAP,,,34-III-1014,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.67,ADAP,,,34-III-1015,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.68,OBS,,,34-III-1016,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.69,ADAP,,,34-III-1016,a,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.70,ADAP,,,34-III-1017,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.71,ADAP,,,34-III-1019,a,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.72,ADAP,,,34-III-1019,b,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.73,ADAP,,,34-III-1019,c,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.74,ADAP,,,34-III-1020,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.75,ADAP,,,34-III-1020,a,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.76,OBS,,,34-III-1021,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.77,ADAP,,,34-III-1021,a,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.78,ADAP,,,34-III-1022,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.79,OBS,,,34-III-1023,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.80,OBS,,,34-III-1023,a,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.81,ADAP,,,34-III-1024,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.82,ADAP,,,34-III-1024,a,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.83,ADAP,,,34-III-1025,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.84,OBS,,,34-III-1026,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.85,OBS,,,34-III-1026,a,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.86,ADAP,,,34-III-1027,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.87,ADAP,,,34-III-1028,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.88,ADAP,,,34-III-1029,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.89,ADAP,,,34-III-1030,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.90,ADAP,,,34-III-1030,a,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.91,OBS,,,34-III-1031,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.92,ADAP,,,34-III-1032,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.93,ADAP,,,34-III-1033,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.94,ADAP,,,34-III-1033,a,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.95,ADAP,,,34-III-1033,b,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.96,ADAP,,,34-III-1033,c,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.97,ADAP,,,34-III-1034,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.98,ADAP,,,34-III-1035,a,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.99,ADAP,,,34-III-1035,b,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.100,ADAP,,,34-III-1036,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.101,ADAP,,,34-III-1036,b,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.102,ADAP,,,34-III-1036,c,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.103,ADAP,,,34-III-1036,d,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.104,ADAP,,,34-III-1037,c,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.105,ADAP,,,34-III-1037,d,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.106,OBS,,,34-III-1038,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.107,ADAP,,,34-III-1038,a,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.4,ADAP,,,34-III-1039,a,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.108,ADAP,,,34-III-1039,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.109,ADAP,,,34-III-1040,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.110,ADAP,,,34-III-1040,a,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.111,ADAP,,,34-III-1041,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.112,ADAP,,,34-III-1041,a,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.113,ADAP,,,34-III-1042,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.114,ADAP,,,34-III-1043,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.115,ADAP,,,34-III-1043,a,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.116,OBS,,,34-III-1044,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.117,OBS,,,34-III-1045,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.118,OBS,,,34-III-1045,a,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.119,OBS,,,34-III-1046,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.120,ADAP,,,34-III-1046,a,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.121,ADAP,,,34-III-1047,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.122,ADAP,,,34-III-1047,a,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.123,OBS,,,34-III-1048,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.124,ADAP,,,34-III-1048,a,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.125,ADAP,,,34-III-1049,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.126,OBS,,,34-III-1049,a,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.127,ADAP,,,34-III-1050,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.128,OBS,,,34-III-1050,a,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.129,ADAP,,,34-III-1051,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.130,ADAP,,,34-III-1051,a,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.131,OBS,,,34-III-1052,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.132,OBS,,,34-III-1053,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.133,OBS,,,34-III-1054,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.134,OBS,,,34-III-1054,a,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.135,ADAP,,,34-III-1055,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.136,OBS,,,34-III-1055,a,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.137,ADAP,,,34-III-1056,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.138,ADAP,,,34-III-1057,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.139,ADAP,,,34-III-1057,a,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.140,ADAP,,,34-III-1058,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.141,ADAP,,,34-III-1058,a,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.142,ADAP,,,34-III-1059,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.143,ADAP,,,34-III-1060,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.144,OBS,,,34-III-1060,a,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.145,ADAP,,,34-III-1061,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.146,OBS,,,34-III-1063,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.147,OBS,,,34-III-1064,a,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.148,OBS,,,34-III-1065,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.149,OBS,,,34-III-1066,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.150,OBS,,,34-III-1067,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.151,ADAP,,,34-III-1068,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.152,ADAP,,,34-III-1068,a,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.153,ADAP,,,34-III-1068,b,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.154,ADAP,,,34-III-1068,c,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.155,OBS,,,34-III-1069,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.156,OBS,,,34-III-1070,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.419,ADAP,,,34-III-1070,a,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.157,OBS,,,34-III-1071,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.158,OBS,,,34-III-1072,a,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.159,OBS,,,34-III-1072,b,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.160,OBS,,,34-III-1073,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.161,OBS,,,34-III-1074,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.162,OBS,,,34-III-1075,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.163,OBS,,,34-III-1075,a,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.164,OBS,,,34-III-1075,b,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.165,ADAP,,,34-III-1076,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.166,OBS,,,34-III-1076,b,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.167,ADAP,,,34-III-1076,c,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.168,ADAP,,,34-III-1077,a,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.169,OBS,,,34-III-1077,b,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.170,ADAP,,,34-III-1078,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.171,ADAP,,,34-III-1079,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.172,OBS,,,34-III-1080,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.173,ADAP,,,34-III-1080,a,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.174,ADAP,,,34-III-1081,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.175,ADAP,,,34-III-1081,a,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.176,ADAP,,,34-III-1081,b,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.177,OBS,,,34-III-1082,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.178,OBS,,,34-III-1082,a,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.179,OBS,,,34-III-1083,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.180,ADAP,,,34-III-1083,a,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.181,OBS,,,34-III-1084,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.182,OBS,,,34-III-1084,a,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.183,OBS,,,34-III-1085,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.184,OBS,,,34-III-1086,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.185,OBS,,,34-III-1086,a,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.186,OBS,,,34-III-1087,a,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.187,OBS,,,34-III-1088,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.188,OBS,,,34-III-1088,a,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.189,OBS,,,34-III-1089,a,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.190,ADAP,,,34-III-1090,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.191,ADAP,,,34-III-1091,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.192,ADAP,,,34-III-1091,a,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.193,ADAP,,,34-III-1092,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.194,OBS,,,34-III-1092,a,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.195,ADAP,,,34-III-1093,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.196,ADAP,,,34-III-1093,a,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.197,OBS,,,34-III-1094,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.198,OBS,,,34-III-1094,a,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.199,OBS,,,34-III-1095,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.200,ADAP,,,34-III-1096,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.246,ADAP,,,34-III-1097,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.247,ADAP,,,34-III-1097,c,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.248,ADAP,,,34-III-1097,d,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.249,ADAP,,,34-III-1098,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.250,ADAP,,,34-III-1099,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.251,ADAP,,,34-III-1100,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.252,ADAP,,,34-III-1101,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.253,ADAP,,,34-III-1102,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.254,OBS,,,34-III-1103,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.255,OBS,,,34-III-1103,a,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.256,OBS,,,34-III-1103,b,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.257,OBS,,,34-III-1104,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.258,OBS,,,34-III-1104,b,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.259,ADAP,,,34-III-1105,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.260,OBS,,,34-III-1105,a,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.261,OBS,,,34-III-1106,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.262,OBS,,,34-III-1106,a,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.263,OBS,,,34-III-1107,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.264,ADAP,,,34-III-1107,a,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.265,ADAP,,,34-III-1108,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.266,OBS,,,34-III-1109,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.267,OBS,,,34-III-1109,a,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.268,ADAP,,,34-III-1110,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.269,OBS,,,34-III-1110,a,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.270,ADAP,,,34-III-1110,b,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.271,ADAP,,,34-III-1111,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.272,ADAP,,,34-III-1111,a,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.273,ADAP,,,34-III-1112,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.274,ADAP,,,34-III-1112,a,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.417,ADAP,,,34-III-1113,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.421,ADAP,,,34-III-1114,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.422,OBS,73.534,,34-III-2001,a,MTD_INFRA_POLYGONATION,RCNC
MTD_INFRA_GPOREP.201,ADAP,,,36-I  -1001,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.202,ADAP,,,36-I  -1002,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.203,ADAP,,,36-I  -1003,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.204,ADAP,,,36-I  -1004,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.205,ADAP,,,36-I  -1005,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.206,ADAP,,,36-I  -1006,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.207,ADAP,,,36-I  -1007,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.245,ADAP,,,36-I  -1007,a,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.208,ADAP,,,36-I  -1008,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.209,ADAP,,,36-I  -1008,a,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.210,ADAP,,,36-I  -1009,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.211,ADAP,,,36-I  -1009,a,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.212,ADAP,,,36-I  -1010,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.213,ADAP,,,36-I  -1010,a,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.214,ADAP,,,36-I  -1011,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.215,OBS,,,36-I  -1011,a,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.216,ADAP,,,36-I  -1012,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.217,ADAP,,,36-I  -1012,a,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.218,ADAP,,,36-I  -1012,b,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.219,ADAP,,,36-I  -1013,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.220,ADAP,,,36-I  -1013,a,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.221,ADAP,,,36-I  -1014,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.222,ADAP,,,36-I  -1014,a,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.223,ADAP,,,36-I  -1015,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.224,ADAP,,,36-I  -1015,a,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.225,ADAP,,,36-I  -1016,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.226,ADAP,,,36-I  -1016,a,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.227,ADAP,,,36-I  -1017,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.228,ADAP,,,36-I  -1017,a,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.275,OBS,,,36-I  -1019,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.276,ADAP,,,36-I  -1019,a,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.277,OBS,,,36-I  -1020,a,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.278,OBS,,,36-I  -1021,./,MTD_INFRA_POLYGONATION,
MTD_INFRA_GPOREP.279,OBS,,,36-I  -1021,a,MTD_INFRA_POLYGONATION,
